VC0175,VC0179,VC0182,VC0184,VC0177,VC0180,VC0183,VC0185,VC0181,VC0178,VC0176
,0.15422331037877057,0.07320975811270895,-0.007528985661967789,-0.09053456162144533,-0.17081533802397048,-0.18952615631296618,-0.2032836064646714,-0.28811844668407466,-0.6212486554805478,-0.7051575487322236
VC0176,VC0179,VC0182,VC0177,VC0184,VC0180,VC0185,VC0183,VC0181,VC0178,VC0175
,0.16192887917237864,0.0767221519514377,0.008717442607971578,-0.01812947333712778,-0.1356887999816387,-0.13930533816838145,-0.15509692701610348,-0.26009142135304164,-0.5498676880670677,-0.7051575487322236
VC0177,VC0182,VC0183,VC0179,VC0185,VC0176,VC0184,VC0181,VC0180,VC0178,VC0175
,0.12933697075570516,0.04404457877442647,0.03082249271042727,0.02010652365427389,0.008717442607971578,0.004755932968036746,-0.021301234539063716,-0.026753665345841404,-0.08036847623651101,-0.09053456162144533
VC0178,VC0179,VC0182,VC0184,VC0177,VC0180,VC0183,VC0185,VC0181,VC0176,VC0175
,0.2632282713551985,0.05349799941006339,-0.004794948477558481,-0.08036847623651101,-0.10698261356339261,-0.15169110127683672,-0.15399904528126132,-0.21382161303699443,-0.5498676880670677,-0.6212486554805478
VC0179,VC0180,VC0178,VC0181,VC0176,VC0175,VC0185,VC0183,VC0177,VC0184,VC0182
,0.5433655705423002,0.2632282713551985,0.16594121336197845,0.16192887917237864,0.15422331037877057,0.08552051016925248,0.03477921303843383,0.03082249271042727,-0.015209304891345952,-0.025846651091427114
VC0180,VC0179,VC0181,VC0182,VC0184,VC0185,VC0177,VC0183,VC0178,VC0176,VC0175
,0.5433655705423002,0.16214401001721274,0.032135850205143916,-0.001520695886776636,-0.011892286964066473,-0.026753665345841404,-0.033412566316301025,-0.10698261356339261,-0.1356887999816387,-0.17081533802397048
VC0181,VC0179,VC0180,VC0182,VC0184,VC0177,VC0183,VC0185,VC0178,VC0176,VC0175
,0.16594121336197845,0.16214401001721274,0.03782728931591887,0.003480583528026101,-0.021301234539063716,-0.06774260114038322,-0.08802324572362356,-0.21382161303699443,-0.26009142135304164,-0.28811844668407466
VC0182,VC0184,VC0177,VC0176,VC0175,VC0185,VC0178,VC0183,VC0181,VC0180,VC0179
,0.3531817453399749,0.12933697075570516,0.0767221519514377,0.07320975811270895,0.057241498416004864,0.05349799941006339,0.05258901237102482,0.03782728931591887,0.032135850205143916,-0.025846651091427114
VC0183,VC0185,VC0184,VC0182,VC0177,VC0179,VC0180,VC0181,VC0178,VC0176,VC0175
,0.41428865005284676,0.3375229210706567,0.05258901237102482,0.04404457877442647,0.03477921303843383,-0.033412566316301025,-0.06774260114038322,-0.15169110127683672,-0.15509692701610348,-0.18952615631296618
VC0184,VC0182,VC0183,VC0185,VC0177,VC0181,VC0180,VC0178,VC0175,VC0179,VC0176
,0.3531817453399749,0.3375229210706567,0.2159753679959196,0.004755932968036746,0.003480583528026101,-0.001520695886776636,-0.004794948477558481,-0.007528985661967789,-0.015209304891345952,-0.01812947333712778
VC0185,VC0183,VC0184,VC0179,VC0182,VC0177,VC0180,VC0181,VC0176,VC0178,VC0175
,0.41428865005284676,0.2159753679959196,0.08552051016925248,0.057241498416004864,0.02010652365427389,-0.011892286964066473,-0.08802324572362356,-0.13930533816838145,-0.15399904528126132,-0.2032836064646714
